age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
32,thin,,rarely,never,working on college/university,white,69,,"san francisco, california",,straight,,,m,leo,trying to quit,english,single,non_stem
34,average,,socially,,graduated from college/university,,67,,"san francisco, california",doesn&rsquo;t have kids,straight,,catholicism and laughing about it,f,,no,english,single,non_stem
37,fit,mostly anything,socially,never,graduated from masters program,asian,64,,"san francisco, california",,straight,,christianity,f,libra but it doesn&rsquo;t matter,no,english,single,non_stem
33,curvy,anything,socially,never,graduated from masters program,white,64,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,judaism and laughing about it,f,pisces but it doesn&rsquo;t matter,no,"english, french (poorly)",single,stem
40,athletic,,socially,never,graduated from college/university,white,62,,"fairfax, california",has kids,straight,has dogs,other and somewhat serious about it,f,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
32,fit,mostly anything,socially,never,graduated from college/university,white,65,100000,"san francisco, california",,straight,has dogs,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
39,athletic,,socially,never,graduated from masters program,asian,3,,"san francisco, california",,straight,likes dogs,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), french (poorly)",single,stem
30,,,socially,never,graduated from college/university,white,66,100000,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
31,fit,anything,often,never,graduated from college/university,white,73,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,,agnosticism,m,cancer,no,"english (fluently), japanese (fluently)",single,stem
33,a little extra,mostly vegetarian,socially,sometimes,working on college/university,white,67,,"fairfax, california","has kids, and might want more",straight,has dogs and has cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,english,married,stem
34,fit,,socially,sometimes,,white,67,,"san francisco, california",,straight,likes dogs and likes cats,,m,virgo and it&rsquo;s fun to think about,yes,english,single,stem
54,athletic,mostly other,rarely,never,working on college/university,other,64,,"san mateo, california",,gay,,buddhism,f,taurus,no,"english, spanish (okay)",single,non_stem
31,a little extra,anything,often,sometimes,two-year college,white,70,,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism,m,,yes,"english, greek",single,non_stem
22,average,mostly vegetarian,socially,never,graduated from space camp,white,72,20000,"martinez, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,catholicism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (fluently)",single,non_stem
46,average,mostly anything,socially,never,graduated from college/university,indian,67,,"lafayette, california",doesn&rsquo;t have kids,straight,,,f,,no,english (fluently),single,non_stem
40,fit,,socially,never,graduated from ph.d program,white,75,,"san francisco, california",,straight,,,m,,no,english (fluently),single,non_stem
30,fit,mostly vegetarian,socially,never,graduated from masters program,white,65,,"san francisco, california",,straight,likes dogs and likes cats,buddhism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently), spanish (poorly)",single,non_stem
32,average,,socially,never,graduated from masters program,"asian, white",67,50000,"oakland, california",,straight,,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,no,english (fluently),single,stem
23,average,anything,socially,never,graduated from college/university,,72,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,catholicism,m,cancer and it&rsquo;s fun to think about,,"english, spanish (okay)",single,non_stem
26,athletic,vegetarian,socially,,graduated from college/university,white,68,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,f,pisces and it&rsquo;s fun to think about,,"english, spanish, french (okay)",single,non_stem
30,average,mostly anything,socially,,graduated from law school,white,75,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), german (okay), spanish (poorly)",single,non_stem
25,,strictly anything,often,never,working on masters program,white,65,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,,f,virgo and it&rsquo;s fun to think about,no,"english, spanish (okay)",single,non_stem
57,athletic,,socially,,graduated from college/university,white,66,,"oakland, california",has a kid,straight,likes dogs and likes cats,other but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
35,athletic,,socially,sometimes,graduated from college/university,"asian, middle eastern, white, other",69,,"san francisco, california",,straight,,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), arabic (okay), german (okay)",single,non_stem
32,,,socially,sometimes,graduated from college/university,asian,72,,"san francisco, california",,straight,likes dogs and likes cats,,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single,stem
28,thin,anything,socially,never,graduated from college/university,white,60,,"san francisco, california",,straight,likes dogs and likes cats,christianity,f,sagittarius,when drinking,english,single,non_stem
42,average,mostly anything,socially,never,graduated from med school,"asian, other",67,,"daly city, california","doesn&rsquo;t have kids, but wants them",straight,,catholicism and somewhat serious about it,m,libra,,"english (fluently), tagalog (fluently), spanish (poorly)",single,non_stem
42,fit,anything,socially,never,graduated from college/university,white,79,,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and has cats,,m,pisces,no,"english, spanish (okay)",single,non_stem
46,average,mostly vegetarian,often,never,graduated from college/university,white,66,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,other,m,taurus,sometimes,english,single,non_stem
32,fit,mostly anything,socially,never,graduated from college/university,asian,60,,"san mateo, california",,straight,has dogs,,f,,no,"english (fluently), chinese (fluently)",single,non_stem
40,thin,mostly vegetarian,socially,never,graduated from masters program,white,74,,"oakland, california",doesn&rsquo;t have kids,straight,,christianity but not too serious about it,m,cancer,no,"english, spanish, german",single,stem
23,fit,other,socially,never,working on ph.d program,white,67,,"san francisco, california",,gay,likes dogs and likes cats,other and laughing about it,f,cancer and it&rsquo;s fun to think about,no,english,single,student
29,average,mostly anything,often,never,working on med school,asian,62,,"san francisco, california",,straight,likes dogs and likes cats,,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
26,,,socially,sometimes,working on college/university,white,65,,"daly city, california",,straight,,judaism,f,capricorn but it doesn&rsquo;t matter,,english,single,student
54,curvy,mostly anything,socially,never,graduated from college/university,white,69,,"emeryville, california","has kids, but doesn&rsquo;t want more",straight,,atheism but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
27,fit,mostly anything,socially,never,graduated from law school,,70,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other but not too serious about it,m,leo and it&rsquo;s fun to think about,no,english,single,non_stem
45,athletic,mostly vegetarian,socially,,working on ph.d program,white,77,,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english, sanskrit (poorly), german (poorly), spanish (poorly)",single,student
37,,,rarely,,,white,66,,"martinez, california",,straight,has dogs,christianity and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,sometimes,english,single,non_stem
33,thin,,socially,never,graduated from college/university,white,71,,"ross, california",,straight,likes dogs and likes cats,judaism but not too serious about it,m,virgo,no,"english (fluently), italian (poorly), spanish (poorly)",single,non_stem
28,full figured,mostly anything,socially,never,graduated from masters program,"asian, white",60,30000,"castro valley, california",,gay,likes dogs and likes cats,other and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
25,skinny,,socially,sometimes,working on college/university,pacific islander,60,20000,"san francisco, california",,straight,has dogs and has cats,catholicism and laughing about it,f,capricorn but it doesn&rsquo;t matter,no,english (fluently),married,student
47,athletic,mostly anything,not at all,never,graduated from college/university,"native american, hispanic / latin",70,,"san francisco, california",,straight,likes dogs and likes cats,other and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single,non_stem
