What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,Census_Region
Northeast,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,10028,Middle Atlantic
Mid-Atlantic region,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,19031,Middle Atlantic
DORMONT,Some,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",Some college,15216,Middle Atlantic
South,Some,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,73401,West South Central
coastal,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",High school degree,95608,Pacific
Midwest,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,43612,East North Central
Boring,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,,Less than high school degree,52748,West North Central
Midwest,Some,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Less than high school degree,53221,East North Central
Midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,62223,East North Central
central part of US,Some,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Female,45-60,"$25,000 - $49,999",Some college,78028,West South Central
midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",High school degree,51401,West North Central
Midwest,A lot,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,50501,West North Central
Mideast,Some,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",High school degree,45321,East North Central
southeast,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,30097,South Atlantic
The Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$25,000 - $49,999",Graduate degree,28791,South Atlantic
"The Northeast or central New Jersey, sometimes South Central NJ, depending upon the 'scope' of the issue",Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,,,8520,Middle Atlantic
Great Lakes region,Some,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,45-60,"$0 - $24,999",Some college,49001,East North Central
Upper midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,60001,East North Central
west,A lot,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Some college,95758,Pacific
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,60016,East North Central
A community with a Bird Sanctuary that is on the outskirts of Denver.,A lot,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,"$150,000+",Graduate degree,80033,Mountain
Ohio,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",High school degree,43202,East North Central
North East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$150,000+",Some college,5452,Middle Atlantic
Central Appalachia,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,25801,South Atlantic
midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,63461,West North Central
West Coast,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,90803,Pacific
New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,18-29,"$150,000+",High school degree,5495,New England
Midwest,Some,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
Northwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Some college,98042,Pacific
God's Country,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,27545,South Atlantic
Mid Atlantic,Not at all,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",High school degree,17042,Middle Atlantic
The Big Apple,Not at all,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Male,30-44,"$0 - $24,999",High school degree,11207,Middle Atlantic
Southeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,33782,South Atlantic
The Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,60056,East North Central
Midwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
Mid Atlantic,Some,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,21146,South Atlantic
Upper midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,55110,West North Central
north east,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Female,18-29,,Some college,16508,Middle Atlantic
East,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Male,18-29,"$150,000+",Less than high school degree,11358,Middle Atlantic
Upper Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,55117,West North Central
"Pacific Northwest, more specifically, Central Oregon High Desert",Not at all,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,> 60,"$150,000+",Associate or bachelor degree,97760,Pacific
"flat, cold, no trees, western people",Some,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,,,,,
Landlocked,Not at all,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,63017,West North Central
Northeast,Not at all,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,7974,Middle Atlantic
"a beautiful country where you have all seasons, hills, flowers, green grass, tall trees, rivers and streams.",A lot,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$25,000 - $49,999",Some college,47250,East North Central
central usa,A lot,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,67026,West North Central
Mountain States,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Male,30-44,"$150,000+",Associate or bachelor degree,80504,Mountain
Northeast,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,44129,East North Central
Southern California,Not at all,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Some college,91750,Pacific
Southeast,Not at all,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,
Mid-Atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,,,,,,
mid-West / central Illinois,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,62707,East North Central
North East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,11547,Middle Atlantic
Boring,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Female,30-44,"$100,000 - $149,999",Graduate degree,17061,Middle Atlantic
Midwest/Northern Plains,A lot,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$50,000 - $99,999",Some college,58102,West North Central
Pacific Northwestner,Some,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,98033,Pacific
New England,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,1824,New England
Midwest,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Male,> 60,"$25,000 - $49,999",Graduate degree,66441,West North Central
Midwest,Not much,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,54517,East North Central
North,Not much,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,55304,West North Central
The Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,63122,West North Central
Pacific Northwest,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,98144,Pacific
The Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Some college,70431,West South Central
Midwest,Some,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,63011,West South Central
Midwest,Some,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,57103,West North Central
Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,64801,West North Central
Unique.  We experience the four seasons each year and each one is unique in its own way.  Beauty abounds in the Midwest.,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",High school degree,44090,East North Central
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,61102,East North Central
eastern pennsylvania,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Male,45-60,"$50,000 - $99,999",Some college,18011,Middle Atlantic
mid-atlantic,Not at all,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,
North Central,Not much,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Male,> 60,,,49770,East North Central
Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,18-29,"$150,000+",High school degree,61565,East North Central
"Rural, small town, country",Not at all,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Female,45-60,,High school degree,31092,South Atlantic
"Boring, hilly, cold, the Nasty Nati",Not much,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Male,18-29,"$0 - $24,999",High school degree,41076,East South Central
Midwest,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,46235,East North Central
Midwesterner,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Female,> 60,"$150,000+",Graduate degree,54481,East North Central
East,Not much,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Female,30-44,"$150,000+",Some college,25401,South Atlantic
Pacific Northwest,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Some college,98501,Pacific
Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,53711,East North Central
MidWest,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Some college,49316,East North Central
east coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,18-29,"$150,000+",High school degree,21234,South Atlantic
The South,Not much,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,29405,South Atlantic
"Southern Mid-West, The ""Bible Belt,"" Oklahoma",Some,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,74120,West South Central
Southeast,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,
the Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,52807,West North Central
"I live in the east coast part of NJ Somerset County, Franklin Township. I have lived here for 14 years",Not much,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Female,45-60,"$0 - $24,999",Some college,8823,Middle Atlantic
Midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,45014,East North Central
the midwest,Some,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,63141,West North Central
PNW,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,98070,Pacific
West Virginia,Not at all,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,18-29,"$25,000 - $49,999",High school degree,25541,South Atlantic
Midwest rural,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,50588,West North Central
southeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Some college,28173,South Atlantic
North America  Mid West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Female,45-60,"$150,000+",Some college,49684,East North Central
desert west,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Male,30-44,"$25,000 - $49,999",Some college,85301,Mountain
New England,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,6042,New England
midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,53105,East North Central
Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,19063,Middle Atlantic
Western USA,Not at all,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Female,45-60,,Some college,95370,Pacific
The Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,53593,East North Central
Midwest,A lot,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",High school degree,56320,West North Central
CALIFORNIA,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,95060,Pacific
Midwest,Some,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,65802,West North Central
rural,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,,,,,
mountain top - summit,Some,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$25,000 - $49,999",Some college,72036,West South Central
midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,60015,East North Central
Midwest,Some,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Female,30-44,"$50,000 - $99,999",Some college,43202,East North Central
North east. New England,Not at all,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college,1844,New England
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,43235,East North Central
central,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,18-29,"$25,000 - $49,999",Some college,73160,West South Central
midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,60048,East North Central
The Great Lakes region,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,49319,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",High school degree,45385,East North Central
Virginia Piedmont,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,24502,South Atlantic
South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Some college,32308,South Atlantic
South,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,37841,East South Central
The South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,30087,South Atlantic
San Francisco Bay Area,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,94040,Pacific
Mountain/central/west,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,80211,Mountain
Pacific Northwest,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$100,000 - $149,999",Some college,98248,Pacific
The polluted capitol of the West,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Associate or bachelor degree,84119,Mountain
Raining city,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Male,18-29,"$100,000 - $149,999",Graduate degree,98087,Pacific
west coast,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Some college,93063,Pacific
Gods country,A lot,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Female,45-60,"$50,000 - $99,999",High school degree,59453,Mountain
Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,44122,East North Central
Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,53184,East North Central
north west,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,55082,West North Central
midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Some college,60453,East North Central
upper midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,49093,East North Central
The Southeast,Not at all,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,34209,South Atlantic
the north east,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,10803,Middle Atlantic
Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,
South,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Female,45-60,,,27406,South Atlantic
The midwest,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,60803,East North Central
