age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
27.0,curvy,strictly anything,socially,never,working on ph.d program,white,70.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes cats,other and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), french (poorly), lisp (okay)",single,student
24.0,average,mostly anything,often,sometimes,graduated from high school,white,68.0,60000.0,"pacifica, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,other,m,libra and it&rsquo;s fun to think about,sometimes,english,single,non_stem
24.0,average,mostly anything,rarely,never,graduated from college/university,"asian, pacific islander",66.0,60000.0,"burlingame, california",doesn&rsquo;t have kids,straight,has dogs,catholicism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), tagalog (okay), japanese (okay), korean (poorly)",single,non_stem
37.0,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), portuguese (poorly), french (poorly)",single,non_stem
28.0,athletic,mostly anything,socially,never,graduated from college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,other,m,virgo,no,"english, spanish (okay), french (okay), tagalog (fluently), basque (fluently)",single,non_stem
28.0,fit,mostly anything,often,never,graduated from law school,white,69.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs,judaism,f,libra and it&rsquo;s fun to think about,no,"english, french, hebrew",single,non_stem
20.0,skinny,mostly anything,rarely,never,working on college/university,black,67.0,60000.0,"hayward, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,christianity,f,leo,no,"english, sign language (fluently)",single,non_stem
28.0,average,anything,socially,never,graduated from college/university,white,69.0,60000.0,"san francisco, california",wants kids,straight,likes dogs and likes cats,christianity and very serious about it,f,libra and it&rsquo;s fun to think about,no,"english, spanish (okay), german (okay)",single,non_stem
20.0,average,mostly anything,socially,never,working on college/university,hispanic / latin,70.0,60000.0,"novato, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism,m,taurus,no,"english (fluently), spanish (fluently)",single,non_stem
38.0,fit,mostly anything,socially,never,graduated from masters program,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other,m,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
24.0,athletic,anything,socially,never,graduated from college/university,other,67.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,gay,likes dogs,other,m,aries and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single,non_stem
36.0,athletic,mostly anything,socially,never,graduated from masters program,white,65.0,60000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,christianity,f,sagittarius,sometimes,english (fluently),single,stem
38.0,average,mostly anything,rarely,sometimes,graduated from college/university,white,68.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), latin (poorly)",available,non_stem
32.0,fit,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"berkeley, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,other,f,sagittarius and it&rsquo;s fun to think about,no,"english, spanish",single,non_stem
53.0,athletic,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,capricorn,no,english (fluently),single,non_stem
23.0,fit,mostly anything,socially,never,working on masters program,white,70.0,60000.0,"stanford, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently), italian (poorly), spanish (poorly)",single,student
59.0,a little extra,anything,socially,never,graduated from masters program,white,68.0,60000.0,"berkeley, california","has a kid, but doesn&rsquo;t want more",straight,likes dogs,other and laughing about it,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), italian (poorly)",single,non_stem
36.0,average,mostly anything,socially,never,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,sometimes,"english, russian (fluently), hebrew (okay)",single,non_stem
25.0,average,mostly anything,often,never,graduated from masters program,white,66.0,100000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single,stem
31.0,average,strictly anything,socially,never,graduated from college/university,"asian, pacific islander, other",62.0,60000.0,"oakland, california",doesn&rsquo;t have kids,gay,has cats,atheism and laughing about it,f,pisces and it&rsquo;s fun to think about,yes,"english (okay), japanese (fluently), chinese (poorly)",single,non_stem
24.0,average,mostly anything,socially,never,working on two-year college,black,67.0,30000.0,"richmond, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,christianity,f,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,curvy,mostly vegetarian,not at all,never,graduated from space camp,white,60.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,judaism and laughing about it,f,leo and it&rsquo;s fun to think about,trying to quit,"english, hindi, urdu, french, hebrew",single,non_stem
25.0,fit,mostly anything,often,never,working on masters program,asian,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,m,taurus,no,"english, chinese, spanish (okay), c++",single,non_stem
24.0,fit,mostly anything,socially,never,graduated from college/university,asian,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,pisces and it&rsquo;s fun to think about,no,"english (okay), chinese (fluently), french (poorly)",single,student
21.0,average,mostly anything,rarely,never,working on college/university,"black, native american, hispanic / latin, white",67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other but not too serious about it,m,aries and it&rsquo;s fun to think about,no,english,single,non_stem
20.0,skinny,mostly anything,not at all,never,working on college/university,asian,64.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity,f,gemini,no,"english (fluently), german (okay), khmer (poorly), korean (okay)",single,student
29.0,fit,anything,socially,never,graduated from college/university,white,74.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), c++ (fluently)",single,stem
26.0,athletic,mostly anything,rarely,never,graduated from two-year college,"hispanic / latin, white",74.0,60000.0,"brisbane, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,taurus,no,english,single,non_stem
29.0,average,mostly anything,socially,often,dropped out of college/university,"hispanic / latin, white",72.0,20000.0,"san francisco, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,other and laughing about it,m,leo and it&rsquo;s fun to think about,yes,"english (fluently), spanish (poorly)",available,non_stem
34.0,average,strictly anything,socially,sometimes,dropped out of space camp,hispanic / latin,69.0,30000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
32.0,fit,mostly anything,socially,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,agnosticism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
29.0,athletic,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,scorpio,no,english,single,non_stem
22.0,athletic,mostly anything,often,never,working on two-year college,white,71.0,60000.0,"vallejo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
20.0,average,mostly anything,socially,never,working on two-year college,white,75.0,60000.0,"lake orion, michigan","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,christianity and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), other (poorly)",single,student
62.0,a little extra,mostly anything,not at all,never,graduated from ph.d program,white,68.0,60000.0,"belmont, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,agnosticism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
24.0,athletic,mostly anything,socially,never,graduated from masters program,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,judaism,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
39.0,average,strictly anything,socially,never,graduated from space camp,"native american, hispanic / latin, white",69.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and very serious about it,m,virgo,when drinking,"english (fluently), german (poorly)",single,non_stem
26.0,skinny,mostly anything,socially,never,college/university,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aquarius,yes,english,single,non_stem
36.0,fit,anything,socially,sometimes,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,agnosticism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),seeing someone,non_stem
26.0,skinny,mostly vegetarian,socially,never,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",single,stem
